10,10,0.16401764348574746
10,20,0.22759404963003882
10,30,0.33200826442228654
10,40,0.22324528823808923
10,50,0.2407925381014223
10,60,0.30870126406370985
10,70,0.2137788562090411
10,80,0.2303325726503779
10,90,0.23087661585036445
10,100,0.28496820885700214
15,10,0.2513749305781146
15,20,0.22975905268085012
15,30,0.2820664326259181
15,40,0.25467664126485723
15,50,0.2768311323363475
15,60,0.2540287048150239
15,70,0.21755704289924907
15,80,0.23736686994965514
15,90,0.25062174726604564
15,100,0.22884462888863702
20,10,0.2585556129386016
20,20,0.19865367242281676
20,30,0.29393087047371397
20,40,0.26212891240747466
20,50,0.2238379326434765
20,60,0.25212382774197556
20,70,0.21602809676004572
20,80,0.24672974656685176
20,90,0.2260967965602303
20,100,0.22712872018231967
25,10,0.22768874431132194
25,20,0.22149461651518998
25,30,0.2546630387560561
25,40,0.23764778558995386
25,50,0.23063704837828158
25,60,0.2572458059982083
25,70,0.22763385580943762
25,80,0.2583642514313553
25,90,0.24765217227084996
25,100,0.24129736871052232
30,10,0.19642148173763177
30,20,0.22292179360111292
30,30,0.21548427720796395
30,40,0.2304863973147259
30,50,0.2300459085106915
30,60,0.22097504172400867
30,70,0.23550427935403387
30,80,0.24058741963067415
30,90,0.2316758934553455
30,100,0.23065212488552914
35,10,0.2487677843853837
35,20,0.23859197149396982
35,30,0.26492554103352794
35,40,0.23782988123207532
35,50,0.22127012987290665
35,60,0.23067611898077617
35,70,0.23219904932366225
35,80,0.2338308441145242
35,90,0.23031903681808125
35,100,0.22958303885219045
40,10,0.18472169971969146
40,20,0.2134197790957648
40,30,0.23461948458007997
40,40,0.22445661630654995
40,50,0.22996116952893764
40,60,0.22887555738856388
40,70,0.22727489175325125
40,80,0.23707851213549955
40,90,0.2391973256306433
40,100,0.22445282303971595
45,10,0.20150064922049798
45,20,0.21247468971479094
45,30,0.22248390974949933
45,40,0.2293762285969186
45,50,0.24136303092209593
45,60,0.22416502879789693
45,70,0.22062811090740805
45,80,0.23897789018488713
45,90,0.22306564488708358
45,100,0.2439972213468856
50,10,0.24313320093574659
50,20,0.23945031868678351
50,30,0.23824097133961517
50,40,0.2385263628061707
50,50,0.21952637721981028
50,60,0.24180410080449657
50,70,0.21556352001589266
50,80,0.22926547311205905
50,90,0.21998561210179896
50,100,0.21802150588877325
